event_id,event_time,transaction_id,payment_id,merchant_id,fraud_risk_score,fraud_decision,payment_incident_detected,payment_incident_type,payment_incident_severity,amount,payment_method,scenario_type,expected_spike,synthetic_monitoring_note
mon_evt_0004395,2026-08-27T23:43:52,10004395,pay_mon_0004395,merchant_063,0.873125,REVIEW,False,NORMAL_PAYMENT,NONE,49.81,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004396,2026-08-27T23:44:03,10004396,pay_mon_0004396,merchant_104,0.715257,REVIEW,False,NORMAL_PAYMENT,NONE,34.49,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004397,2026-08-27T23:44:15,10004397,pay_mon_0004397,merchant_114,0.167479,ALLOW,False,NORMAL_PAYMENT,NONE,126.04,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004398,2026-08-27T23:44:26,10004398,pay_mon_0004398,merchant_063,0.181731,ALLOW,False,NORMAL_PAYMENT,NONE,51.33,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004399,2026-08-27T23:44:37,10004399,pay_mon_0004399,merchant_041,0.130773,ALLOW,False,NORMAL_PAYMENT,NONE,27.72,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004400,2026-08-27T23:44:48,10004400,pay_mon_0004400,merchant_023,0.12405,ALLOW,False,NORMAL_PAYMENT,NONE,52.8,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004401,2026-08-27T23:45:00,10004401,pay_mon_0004401,merchant_054,0.126609,ALLOW,True,DEBIT_SERVICE_MISMATCH,HIGH,15.53,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004402,2026-08-27T23:45:11,10004402,pay_mon_0004402,merchant_052,0.022968,ALLOW,False,NORMAL_PAYMENT,NONE,17.41,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004403,2026-08-27T23:45:22,10004403,pay_mon_0004403,merchant_094,0.010148,ALLOW,False,NORMAL_PAYMENT,NONE,207.17,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004404,2026-08-27T23:45:33,10004404,pay_mon_0004404,merchant_059,0.037115,ALLOW,False,NORMAL_PAYMENT,NONE,130.47,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004405,2026-08-27T23:45:45,10004405,pay_mon_0004405,merchant_118,0.105,ALLOW,False,NORMAL_PAYMENT,NONE,163.33,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004406,2026-08-27T23:45:56,10004406,pay_mon_0004406,merchant_025,0.152033,ALLOW,False,NORMAL_PAYMENT,NONE,59.9,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004407,2026-08-27T23:46:07,10004407,pay_mon_0004407,merchant_040,0.0413,ALLOW,False,NORMAL_PAYMENT,NONE,16.12,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004408,2026-08-27T23:46:18,10004408,pay_mon_0004408,merchant_089,0.254049,ALLOW,False,NORMAL_PAYMENT,NONE,57.0,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004409,2026-08-27T23:46:30,10004409,pay_mon_0004409,merchant_102,0.094601,ALLOW,False,NORMAL_PAYMENT,NONE,39.51,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004410,2026-08-27T23:46:41,10004410,pay_mon_0004410,merchant_082,0.001383,ALLOW,True,DEBIT_SERVICE_MISMATCH,HIGH,203.13,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004411,2026-08-27T23:46:52,10004411,pay_mon_0004411,merchant_019,0.107882,ALLOW,False,NORMAL_PAYMENT,NONE,393.61,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004412,2026-08-27T23:47:03,10004412,pay_mon_0004412,merchant_103,0.157555,ALLOW,False,NORMAL_PAYMENT,NONE,93.99,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004413,2026-08-27T23:47:15,10004413,pay_mon_0004413,merchant_026,0.107882,ALLOW,False,NORMAL_PAYMENT,NONE,37.68,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004414,2026-08-27T23:47:26,10004414,pay_mon_0004414,merchant_113,0.053411,ALLOW,False,NORMAL_PAYMENT,NONE,21.13,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004415,2026-08-27T23:47:37,10004415,pay_mon_0004415,merchant_068,0.198872,ALLOW,False,NORMAL_PAYMENT,NONE,415.65,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004416,2026-08-27T23:47:48,10004416,pay_mon_0004416,merchant_065,0.134269,ALLOW,False,NORMAL_PAYMENT,NONE,8.36,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004417,2026-08-27T23:48:00,10004417,pay_mon_0004417,merchant_085,0.008542,ALLOW,False,NORMAL_PAYMENT,NONE,64.25,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004418,2026-08-27T23:48:11,10004418,pay_mon_0004418,merchant_120,0.307445,ALLOW,False,NORMAL_PAYMENT,NONE,20.23,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004419,2026-08-27T23:48:22,10004419,pay_mon_0004419,merchant_014,0.169682,ALLOW,False,NORMAL_PAYMENT,NONE,25.66,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004420,2026-08-27T23:48:33,10004420,pay_mon_0004420,merchant_090,0.044189,ALLOW,False,NORMAL_PAYMENT,NONE,46.04,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004421,2026-08-27T23:48:45,10004421,pay_mon_0004421,merchant_099,0.18429,ALLOW,False,NORMAL_PAYMENT,NONE,30.27,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004422,2026-08-27T23:48:56,10004422,pay_mon_0004422,merchant_053,0.012306,ALLOW,False,NORMAL_PAYMENT,NONE,127.28,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004423,2026-08-27T23:49:07,10004423,pay_mon_0004423,merchant_106,0.08184,ALLOW,False,NORMAL_PAYMENT,NONE,21.99,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004424,2026-08-27T23:49:18,10004424,pay_mon_0004424,merchant_097,0.243946,ALLOW,False,NORMAL_PAYMENT,NONE,118.69,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004425,2026-08-27T23:49:30,10004425,pay_mon_0004425,merchant_029,0.084103,ALLOW,False,NORMAL_PAYMENT,NONE,43.24,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004426,2026-08-27T23:49:41,10004426,pay_mon_0004426,merchant_029,0.134787,ALLOW,False,NORMAL_PAYMENT,NONE,45.19,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004427,2026-08-27T23:49:52,10004427,pay_mon_0004427,merchant_071,0.11414,ALLOW,False,NORMAL_PAYMENT,NONE,16.38,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004428,2026-08-27T23:50:03,10004428,pay_mon_0004428,merchant_015,0.216156,ALLOW,False,NORMAL_PAYMENT,NONE,11.42,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004429,2026-08-27T23:50:15,10004429,pay_mon_0004429,merchant_074,0.061101,ALLOW,False,NORMAL_PAYMENT,NONE,29.34,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004430,2026-08-27T23:50:26,10004430,pay_mon_0004430,merchant_039,0.002971,ALLOW,False,NORMAL_PAYMENT,NONE,205.38,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004431,2026-08-27T23:50:37,10004431,pay_mon_0004431,merchant_046,0.262651,ALLOW,False,NORMAL_PAYMENT,NONE,57.62,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004432,2026-08-27T23:50:48,10004432,pay_mon_0004432,merchant_017,0.089337,ALLOW,True,DEBIT_SERVICE_MISMATCH,HIGH,50.33,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004433,2026-08-27T23:51:00,10004433,pay_mon_0004433,merchant_044,0.097174,ALLOW,False,NORMAL_PAYMENT,NONE,15.19,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004434,2026-08-27T23:51:11,10004434,pay_mon_0004434,merchant_091,0.027669,ALLOW,True,DEBIT_SERVICE_MISMATCH,HIGH,35.63,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004435,2026-08-27T23:51:22,10004435,pay_mon_0004435,merchant_004,0.207552,ALLOW,False,NORMAL_PAYMENT,NONE,179.87,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004436,2026-08-27T23:51:33,10004436,pay_mon_0004436,merchant_100,0.123393,ALLOW,False,NORMAL_PAYMENT,NONE,43.73,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004437,2026-08-27T23:51:45,10004437,pay_mon_0004437,merchant_044,0.202237,ALLOW,False,NORMAL_PAYMENT,NONE,63.73,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004438,2026-08-27T23:51:56,10004438,pay_mon_0004438,merchant_022,0.114942,ALLOW,False,NORMAL_PAYMENT,NONE,37.29,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004439,2026-08-27T23:52:07,10004439,pay_mon_0004439,merchant_014,0.012635,ALLOW,False,NORMAL_PAYMENT,NONE,27.33,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004440,2026-08-27T23:52:18,10004440,pay_mon_0004440,merchant_025,0.271842,ALLOW,False,NORMAL_PAYMENT,NONE,284.06,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004441,2026-08-27T23:52:30,10004441,pay_mon_0004441,merchant_106,0.11798,ALLOW,False,NORMAL_PAYMENT,NONE,85.91,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004442,2026-08-27T23:52:41,10004442,pay_mon_0004442,merchant_047,0.052954,ALLOW,False,NORMAL_PAYMENT,NONE,85.19,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004443,2026-08-27T23:52:52,10004443,pay_mon_0004443,merchant_003,0.16632,ALLOW,False,NORMAL_PAYMENT,NONE,68.72,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004444,2026-08-27T23:53:03,10004444,pay_mon_0004444,merchant_012,0.173523,ALLOW,False,NORMAL_PAYMENT,NONE,91.36,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004445,2026-08-27T23:53:15,10004445,pay_mon_0004445,merchant_061,0.090159,ALLOW,False,NORMAL_PAYMENT,NONE,72.52,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004446,2026-08-27T23:53:26,10004446,pay_mon_0004446,merchant_045,0.929165,REVIEW,False,NORMAL_PAYMENT,NONE,53.6,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004447,2026-08-27T23:53:37,10004447,pay_mon_0004447,merchant_056,0.073499,ALLOW,False,NORMAL_PAYMENT,NONE,26.97,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004448,2026-08-27T23:53:48,10004448,pay_mon_0004448,merchant_111,0.019764,ALLOW,False,NORMAL_PAYMENT,NONE,96.19,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004449,2026-08-27T23:54:00,10004449,pay_mon_0004449,merchant_097,0.086689,ALLOW,False,NORMAL_PAYMENT,NONE,27.11,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004450,2026-08-27T23:54:11,10004450,pay_mon_0004450,merchant_096,0.021334,ALLOW,False,NORMAL_PAYMENT,NONE,72.8,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004451,2026-08-27T23:54:22,10004451,pay_mon_0004451,merchant_021,0.007136,ALLOW,False,NORMAL_PAYMENT,NONE,166.19,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004452,2026-08-27T23:54:33,10004452,pay_mon_0004452,merchant_032,0.038508,ALLOW,False,NORMAL_PAYMENT,NONE,38.63,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004453,2026-08-27T23:54:45,10004453,pay_mon_0004453,merchant_073,0.142616,ALLOW,False,NORMAL_PAYMENT,NONE,24.96,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004454,2026-08-27T23:54:56,10004454,pay_mon_0004454,merchant_102,0.020597,ALLOW,False,NORMAL_PAYMENT,NONE,59.47,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004455,2026-08-27T23:55:07,10004455,pay_mon_0004455,merchant_004,0.026509,ALLOW,False,NORMAL_PAYMENT,NONE,18.03,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004456,2026-08-27T23:55:18,10004456,pay_mon_0004456,merchant_001,0.95207,REVIEW,False,NORMAL_PAYMENT,NONE,97.25,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004457,2026-08-27T23:55:30,10004457,pay_mon_0004457,merchant_118,0.044932,ALLOW,False,NORMAL_PAYMENT,NONE,211.56,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004458,2026-08-27T23:55:41,10004458,pay_mon_0004458,merchant_055,0.083248,ALLOW,True,CAPTURED_BUT_UNFULFILLED,HIGH,77.98,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004459,2026-08-27T23:55:52,10004459,pay_mon_0004459,merchant_043,0.120628,ALLOW,False,NORMAL_PAYMENT,NONE,30.46,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004460,2026-08-27T23:56:03,10004460,pay_mon_0004460,merchant_022,0.112869,ALLOW,False,NORMAL_PAYMENT,NONE,40.7,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004461,2026-08-27T23:56:15,10004461,pay_mon_0004461,merchant_104,0.07391,ALLOW,False,NORMAL_PAYMENT,NONE,191.33,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004462,2026-08-27T23:56:26,10004462,pay_mon_0004462,merchant_017,0.01996,ALLOW,False,NORMAL_PAYMENT,NONE,136.86,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004463,2026-08-27T23:56:37,10004463,pay_mon_0004463,merchant_034,0.006744,ALLOW,False,NORMAL_PAYMENT,NONE,12.47,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004464,2026-08-27T23:56:48,10004464,pay_mon_0004464,merchant_094,0.082648,ALLOW,False,NORMAL_PAYMENT,NONE,25.7,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004465,2026-08-27T23:57:00,10004465,pay_mon_0004465,merchant_042,0.028634,ALLOW,False,NORMAL_PAYMENT,NONE,354.68,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004466,2026-08-27T23:57:11,10004466,pay_mon_0004466,merchant_099,0.156646,ALLOW,False,NORMAL_PAYMENT,NONE,147.99,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004467,2026-08-27T23:57:22,10004467,pay_mon_0004467,merchant_046,0.167242,ALLOW,True,CAPTURED_BUT_UNFULFILLED,HIGH,134.11,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004468,2026-08-27T23:57:33,10004468,pay_mon_0004468,merchant_100,0.054997,ALLOW,False,NORMAL_PAYMENT,NONE,68.17,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004469,2026-08-27T23:57:45,10004469,pay_mon_0004469,merchant_083,0.003102,ALLOW,False,NORMAL_PAYMENT,NONE,69.43,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004470,2026-08-27T23:57:56,10004470,pay_mon_0004470,merchant_047,0.09145,ALLOW,False,NORMAL_PAYMENT,NONE,303.64,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004471,2026-08-27T23:58:07,10004471,pay_mon_0004471,merchant_058,0.052356,ALLOW,False,NORMAL_PAYMENT,NONE,50.63,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004472,2026-08-27T23:58:18,10004472,pay_mon_0004472,merchant_042,0.131308,ALLOW,False,NORMAL_PAYMENT,NONE,74.67,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004473,2026-08-27T23:58:30,10004473,pay_mon_0004473,merchant_076,0.01743,ALLOW,False,NORMAL_PAYMENT,NONE,120.0,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004474,2026-08-27T23:58:41,10004474,pay_mon_0004474,merchant_115,0.964081,REVIEW,False,NORMAL_PAYMENT,NONE,22.25,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004475,2026-08-27T23:58:52,10004475,pay_mon_0004475,merchant_033,0.191992,ALLOW,False,NORMAL_PAYMENT,NONE,516.59,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004476,2026-08-27T23:59:03,10004476,pay_mon_0004476,merchant_021,0.095339,ALLOW,False,NORMAL_PAYMENT,NONE,43.68,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004477,2026-08-27T23:59:15,10004477,pay_mon_0004477,merchant_066,0.210105,ALLOW,False,NORMAL_PAYMENT,NONE,212.37,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004478,2026-08-27T23:59:26,10004478,pay_mon_0004478,merchant_045,0.038325,ALLOW,False,NORMAL_PAYMENT,NONE,124.4,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004479,2026-08-27T23:59:37,10004479,pay_mon_0004479,merchant_070,0.390792,ALLOW,False,NORMAL_PAYMENT,NONE,77.88,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004480,2026-08-27T23:59:48,10004480,pay_mon_0004480,merchant_087,0.002036,ALLOW,True,DEBIT_SERVICE_MISMATCH,HIGH,26.67,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004481,2026-08-28T00:00:00,10004481,pay_mon_0004481,merchant_028,0.003664,ALLOW,False,NORMAL_PAYMENT,NONE,25.93,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004482,2026-08-28T00:00:11,10004482,pay_mon_0004482,merchant_087,0.104816,ALLOW,False,NORMAL_PAYMENT,NONE,303.08,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004483,2026-08-28T00:00:22,10004483,pay_mon_0004483,merchant_099,0.114486,ALLOW,False,NORMAL_PAYMENT,NONE,240.65,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004484,2026-08-28T00:00:33,10004484,pay_mon_0004484,merchant_120,0.188625,ALLOW,False,NORMAL_PAYMENT,NONE,44.75,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004485,2026-08-28T00:00:45,10004485,pay_mon_0004485,merchant_097,0.127984,ALLOW,False,NORMAL_PAYMENT,NONE,71.51,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004486,2026-08-28T00:00:56,10004486,pay_mon_0004486,merchant_044,0.008802,ALLOW,False,NORMAL_PAYMENT,NONE,30.88,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004487,2026-08-28T00:01:07,10004487,pay_mon_0004487,merchant_088,0.646605,REVIEW,False,NORMAL_PAYMENT,NONE,148.45,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004488,2026-08-28T00:01:18,10004488,pay_mon_0004488,merchant_056,0.10169,ALLOW,False,NORMAL_PAYMENT,NONE,209.07,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004489,2026-08-28T00:01:30,10004489,pay_mon_0004489,merchant_001,0.020997,ALLOW,False,NORMAL_PAYMENT,NONE,123.48,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004490,2026-08-28T00:01:41,10004490,pay_mon_0004490,merchant_086,0.153975,ALLOW,False,NORMAL_PAYMENT,NONE,52.45,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004491,2026-08-28T00:01:52,10004491,pay_mon_0004491,merchant_064,0.006512,ALLOW,False,NORMAL_PAYMENT,NONE,83.27,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004492,2026-08-28T00:02:03,10004492,pay_mon_0004492,merchant_041,0.177817,ALLOW,False,NORMAL_PAYMENT,NONE,13.59,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004493,2026-08-28T00:02:15,10004493,pay_mon_0004493,merchant_023,0.144298,ALLOW,False,NORMAL_PAYMENT,NONE,63.33,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004494,2026-08-28T00:02:26,10004494,pay_mon_0004494,merchant_076,0.039494,ALLOW,False,NORMAL_PAYMENT,NONE,48.27,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004495,2026-08-28T00:02:37,10004495,pay_mon_0004495,merchant_088,0.184656,ALLOW,False,NORMAL_PAYMENT,NONE,79.69,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004496,2026-08-28T00:02:48,10004496,pay_mon_0004496,merchant_060,0.055985,ALLOW,False,NORMAL_PAYMENT,NONE,87.77,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004497,2026-08-28T00:03:00,10004497,pay_mon_0004497,merchant_095,0.104598,ALLOW,False,NORMAL_PAYMENT,NONE,258.06,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004498,2026-08-28T00:03:11,10004498,pay_mon_0004498,merchant_091,0.661295,REVIEW,False,NORMAL_PAYMENT,NONE,26.71,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004499,2026-08-28T00:03:22,10004499,pay_mon_0004499,merchant_118,0.123013,ALLOW,False,NORMAL_PAYMENT,NONE,25.04,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004500,2026-08-28T00:03:33,10004500,pay_mon_0004500,merchant_064,0.016751,ALLOW,False,NORMAL_PAYMENT,NONE,13.73,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004501,2026-08-28T00:03:45,10004501,pay_mon_0004501,merchant_043,0.017693,ALLOW,False,NORMAL_PAYMENT,NONE,250.17,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004502,2026-08-28T00:03:56,10004502,pay_mon_0004502,merchant_040,0.271801,ALLOW,False,NORMAL_PAYMENT,NONE,127.25,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004503,2026-08-28T00:04:07,10004503,pay_mon_0004503,merchant_031,0.030013,ALLOW,False,NORMAL_PAYMENT,NONE,259.07,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004504,2026-08-28T00:04:18,10004504,pay_mon_0004504,merchant_066,0.091254,ALLOW,False,NORMAL_PAYMENT,NONE,328.88,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004505,2026-08-28T00:04:30,10004505,pay_mon_0004505,merchant_097,0.038943,ALLOW,False,NORMAL_PAYMENT,NONE,35.85,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004506,2026-08-28T00:04:41,10004506,pay_mon_0004506,merchant_048,0.302398,ALLOW,False,NORMAL_PAYMENT,NONE,52.65,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004507,2026-08-28T00:04:52,10004507,pay_mon_0004507,merchant_067,0.830555,REVIEW,False,NORMAL_PAYMENT,NONE,139.31,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004508,2026-08-28T00:05:03,10004508,pay_mon_0004508,merchant_107,0.029478,ALLOW,False,NORMAL_PAYMENT,NONE,218.41,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004509,2026-08-28T00:05:15,10004509,pay_mon_0004509,merchant_012,0.028201,ALLOW,False,NORMAL_PAYMENT,NONE,32.66,upi,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004510,2026-08-28T00:05:26,10004510,pay_mon_0004510,merchant_052,0.02643,ALLOW,False,NORMAL_PAYMENT,NONE,27.39,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004511,2026-08-28T00:05:37,10004511,pay_mon_0004511,merchant_087,0.014326,ALLOW,False,NORMAL_PAYMENT,NONE,28.35,card,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004512,2026-08-28T00:05:48,10004512,pay_mon_0004512,merchant_072,0.953424,REVIEW,False,NORMAL_PAYMENT,NONE,119.88,netbanking,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0004513,2026-08-28T00:06:00,10004513,pay_mon_0004513,merchant_064,0.011685,ALLOW,False,NORMAL_PAYMENT,NONE,21.34,wallet,NORMAL,False,Synthetic monitoring time; not live merchant or payment-provider traffic.
