window_start,window_end,scenario_type,expected_spike,status,primary_driver,review_rate,payment_incident_rate,critical_high_incident_rate,debit_service_mismatch_rate,complaint_escalation_rate,retry_risk_rate,recommended_action
2026-08-28T20:00:00,2026-08-28T20:15:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,CAPTURED_UNFULFILLED_RATE,0.1,0.1875,0.1625,0.0375,0.025,0.025,Check orders captured without fulfilment and reconcile service delivery.
2026-08-28T20:15:00,2026-08-28T20:30:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.0875,0.275,0.1875,0.0875,0.0375,0.0875,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-28T20:30:00,2026-08-28T20:45:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,CRITICAL_HIGH_INCIDENT_RATE,0.125,0.2375,0.2125,0.0625,0.0625,0.025,Prioritize high and critical payment incident response.
2026-08-28T20:45:00,2026-08-28T21:00:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.175,0.3,0.2625,0.0875,0.05,0.0375,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-28T21:00:00,2026-08-28T21:15:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.2,0.2,0.15,0.1,0.05,0.05,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-28T21:15:00,2026-08-28T21:30:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.1125,0.2,0.175,0.0625,0.05,0.025,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-28T21:30:00,2026-08-28T21:45:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.125,0.2875,0.2625,0.05,0.1,0.025,Review unresolved customer complaints and refund status.
2026-08-28T21:45:00,2026-08-28T22:00:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.1375,0.2625,0.1875,0.075,0.025,0.075,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-28T22:00:00,2026-08-28T22:15:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.1,0.25,0.2,0.125,0.0375,0.05,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-28T22:15:00,2026-08-28T22:30:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.0875,0.3,0.275,0.1,0.0875,0.025,Review unresolved customer complaints and refund status.
2026-08-28T22:30:00,2026-08-28T22:45:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.175,0.2125,0.2,0.0875,0.075,0.0125,Review unresolved customer complaints and refund status.
2026-08-28T22:45:00,2026-08-28T23:00:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.175,0.175,0.15,0.0625,0.025,0.025,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-28T23:00:00,2026-08-28T23:15:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.1125,0.2625,0.25,0.1125,0.0875,0.0125,Review unresolved customer complaints and refund status.
2026-08-28T23:15:00,2026-08-28T23:30:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,CRITICAL_HIGH_INCIDENT_RATE,0.1375,0.2,0.175,0.1,0.0375,0.025,Prioritize high and critical payment incident response.
2026-08-28T23:30:00,2026-08-28T23:45:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.0875,0.2,0.1875,0.175,0.0125,0.0125,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-28T23:45:00,2026-08-29T00:00:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.1125,0.0625,0.0625,0.05,0.0,0.0,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T00:00:00,2026-08-29T00:15:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.1375,0.175,0.175,0.1625,0.0,0.0,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T00:15:00,2026-08-29T00:30:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.125,0.2,0.175,0.125,0.0,0.025,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T00:30:00,2026-08-29T00:45:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.1,0.1625,0.1625,0.1375,0.0125,0.0,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T00:45:00,2026-08-29T01:00:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.125,0.1875,0.175,0.15,0.0125,0.0125,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T01:00:00,2026-08-29T01:15:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.1125,0.1375,0.1375,0.1125,0.0,0.0,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T01:15:00,2026-08-29T01:30:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.0875,0.15,0.15,0.125,0.0125,0.0,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T01:30:00,2026-08-29T01:45:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.125,0.1875,0.175,0.1625,0.0,0.0125,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T01:45:00,2026-08-29T02:00:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.1875,0.275,0.2625,0.2375,0.0,0.0125,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T02:00:00,2026-08-29T02:15:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.225,0.2,0.1875,0.1625,0.025,0.0125,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T02:15:00,2026-08-29T02:30:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.1125,0.2125,0.2,0.1625,0.0125,0.0125,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T02:30:00,2026-08-29T02:45:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.125,0.225,0.2125,0.2,0.0,0.0125,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T02:45:00,2026-08-29T03:00:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.175,0.1,0.1,0.0875,0.0,0.0,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T03:00:00,2026-08-29T03:15:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.1375,0.225,0.225,0.1875,0.0,0.0,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T03:15:00,2026-08-29T03:30:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.125,0.15,0.15,0.125,0.0125,0.0,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T03:30:00,2026-08-29T03:45:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.1,0.1375,0.1375,0.1375,0.0,0.0,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T03:45:00,2026-08-29T04:00:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.1,0.15,0.1375,0.125,0.0,0.0125,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T04:00:00,2026-08-29T04:15:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.1125,0.1,0.1,0.1,0.0,0.0,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T04:15:00,2026-08-29T04:30:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.125,0.175,0.175,0.1625,0.0,0.0,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T04:30:00,2026-08-29T04:45:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.1375,0.1875,0.1625,0.1375,0.0,0.025,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T04:45:00,2026-08-29T05:00:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.1625,0.2,0.1625,0.1375,0.0,0.0375,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T05:00:00,2026-08-29T05:15:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.075,0.1875,0.1875,0.15,0.0,0.0,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T05:15:00,2026-08-29T05:30:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,CRITICAL_HIGH_INCIDENT_RATE,0.1125,0.2125,0.2125,0.125,0.0375,0.0,Prioritize high and critical payment incident response.
2026-08-29T05:30:00,2026-08-29T05:45:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.1125,0.1625,0.15,0.1375,0.0,0.0125,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T05:45:00,2026-08-29T06:00:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.1125,0.1875,0.1625,0.125,0.0125,0.025,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T06:00:00,2026-08-29T06:15:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.1125,0.1875,0.175,0.15,0.0,0.0125,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T06:15:00,2026-08-29T06:30:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.175,0.1125,0.1,0.1,0.0,0.0125,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T06:30:00,2026-08-29T06:45:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.0625,0.1375,0.1375,0.1,0.025,0.0,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T06:45:00,2026-08-29T07:00:00,DEBIT_SERVICE_MISMATCH_SPIKE,True,CRITICAL,DEBIT_SERVICE_MISMATCH_RATE,0.15,0.15,0.125,0.125,0.0,0.025,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-29T07:00:00,2026-08-29T07:15:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.1375,0.125,0.1125,0.025,0.0625,0.0125,Review unresolved customer complaints and refund status.
2026-08-29T07:15:00,2026-08-29T07:30:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.2,0.175,0.15,0.025,0.1,0.025,Review unresolved customer complaints and refund status.
2026-08-29T07:30:00,2026-08-29T07:45:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.1625,0.1125,0.1,0.0,0.1,0.0125,Review unresolved customer complaints and refund status.
2026-08-29T07:45:00,2026-08-29T08:00:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.2,0.175,0.15,0.025,0.1,0.025,Review unresolved customer complaints and refund status.
2026-08-29T08:00:00,2026-08-29T08:15:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.1,0.1375,0.1375,0.0125,0.1,0.0,Review unresolved customer complaints and refund status.
2026-08-29T08:15:00,2026-08-29T08:30:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.15,0.2,0.2,0.0375,0.1125,0.0,Review unresolved customer complaints and refund status.
2026-08-29T08:30:00,2026-08-29T08:45:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.1125,0.175,0.1375,0.025,0.1,0.0375,Review unresolved customer complaints and refund status.
2026-08-29T08:45:00,2026-08-29T09:00:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.15,0.1,0.1,0.0375,0.0625,0.0,Review unresolved customer complaints and refund status.
2026-08-29T09:00:00,2026-08-29T09:15:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.1125,0.125,0.125,0.0375,0.0375,0.0,Review unresolved customer complaints and refund status.
2026-08-29T09:15:00,2026-08-29T09:30:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.1375,0.1,0.075,0.025,0.05,0.025,Review unresolved customer complaints and refund status.
2026-08-29T09:30:00,2026-08-29T09:45:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.125,0.15,0.15,0.025,0.075,0.0,Review unresolved customer complaints and refund status.
2026-08-29T09:45:00,2026-08-29T10:00:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.075,0.1375,0.125,0.025,0.05,0.0125,Review unresolved customer complaints and refund status.
2026-08-29T10:00:00,2026-08-29T10:15:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.1375,0.125,0.1,0.0625,0.0375,0.025,Review unresolved customer complaints and refund status.
2026-08-29T10:15:00,2026-08-29T10:30:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.1,0.1375,0.0875,0.025,0.0625,0.05,Review unresolved customer complaints and refund status.
2026-08-29T10:30:00,2026-08-29T10:45:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.15,0.1875,0.175,0.0375,0.1,0.0125,Review unresolved customer complaints and refund status.
2026-08-29T10:45:00,2026-08-29T11:00:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.125,0.1125,0.0875,0.025,0.0375,0.025,Review unresolved customer complaints and refund status.
2026-08-29T11:00:00,2026-08-29T11:15:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.15,0.1875,0.1375,0.025,0.0875,0.05,Review unresolved customer complaints and refund status.
2026-08-29T11:15:00,2026-08-29T11:30:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.075,0.2,0.15,0.0125,0.1125,0.05,Review unresolved customer complaints and refund status.
2026-08-29T11:30:00,2026-08-29T11:45:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.1125,0.1875,0.1625,0.0625,0.0875,0.025,Review unresolved customer complaints and refund status.
2026-08-29T11:45:00,2026-08-29T12:00:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.225,0.125,0.1125,0.05,0.0625,0.0125,Review unresolved customer complaints and refund status.
2026-08-29T12:00:00,2026-08-29T12:15:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.0875,0.1375,0.1125,0.0125,0.0875,0.025,Review unresolved customer complaints and refund status.
2026-08-29T12:15:00,2026-08-29T12:30:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.175,0.075,0.075,0.0125,0.05,0.0,Review unresolved customer complaints and refund status.
2026-08-29T12:30:00,2026-08-29T12:45:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.15,0.0875,0.075,0.0375,0.0375,0.0125,Review unresolved customer complaints and refund status.
2026-08-29T12:45:00,2026-08-29T13:00:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.125,0.1875,0.15,0.0375,0.1,0.0375,Review unresolved customer complaints and refund status.
2026-08-29T13:00:00,2026-08-29T13:15:00,COMPLAINT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.0875,0.1375,0.125,0.0125,0.1,0.0125,Review unresolved customer complaints and refund status.
2026-08-29T13:15:00,2026-08-29T13:30:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.0875,0.2125,0.1,0.0375,0.0125,0.1125,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T13:30:00,2026-08-29T13:45:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.225,0.2,0.0375,0.025,0.0,0.1625,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T13:45:00,2026-08-29T14:00:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.1,0.15,0.05,0.0125,0.0,0.1,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T14:00:00,2026-08-29T14:15:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.0875,0.1375,0.0625,0.0625,0.0,0.075,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T14:15:00,2026-08-29T14:30:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.1625,0.1625,0.075,0.0375,0.0,0.0875,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T14:30:00,2026-08-29T14:45:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.15,0.1875,0.0625,0.0375,0.0,0.125,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T14:45:00,2026-08-29T15:00:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.1,0.1875,0.0875,0.025,0.0,0.1,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T15:00:00,2026-08-29T15:15:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.1875,0.1875,0.0875,0.0375,0.0,0.1,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T15:15:00,2026-08-29T15:30:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.125,0.1375,0.0125,0.0,0.0,0.125,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T15:30:00,2026-08-29T15:45:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.1375,0.1,0.0375,0.025,0.0,0.0625,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T15:45:00,2026-08-29T16:00:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.0625,0.1625,0.0625,0.0125,0.0,0.1,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T16:00:00,2026-08-29T16:15:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.1375,0.175,0.0375,0.0125,0.0125,0.1375,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T16:15:00,2026-08-29T16:30:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.1125,0.1375,0.025,0.025,0.0,0.1125,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T16:30:00,2026-08-29T16:45:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.15,0.175,0.075,0.0625,0.0125,0.1,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T16:45:00,2026-08-29T17:00:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.175,0.2125,0.0625,0.05,0.0,0.15,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T17:00:00,2026-08-29T17:15:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.125,0.1875,0.05,0.0125,0.0125,0.1375,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T17:15:00,2026-08-29T17:30:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.15,0.075,0.025,0.0125,0.0125,0.05,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T17:30:00,2026-08-29T17:45:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.1,0.1875,0.1125,0.0375,0.025,0.075,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T17:45:00,2026-08-29T18:00:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.175,0.125,0.05,0.0375,0.0,0.075,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T18:00:00,2026-08-29T18:15:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.1,0.125,0.025,0.025,0.0,0.1,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T18:15:00,2026-08-29T18:30:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.125,0.1875,0.075,0.0375,0.0125,0.1125,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T18:30:00,2026-08-29T18:45:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.225,0.1375,0.05,0.025,0.0,0.0875,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T18:45:00,2026-08-29T19:00:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.1625,0.175,0.0375,0.025,0.0125,0.1375,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T19:00:00,2026-08-29T19:15:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.1625,0.1625,0.0125,0.0125,0.0,0.15,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T19:15:00,2026-08-29T19:30:00,RETRY_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.0625,0.1125,0.0375,0.0125,0.0125,0.075,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T19:30:00,2026-08-29T19:45:00,MIXED_RISK_SPIKE,True,CRITICAL,CRITICAL_HIGH_INCIDENT_RATE,0.325,0.25,0.225,0.15,0.025,0.025,Prioritize high and critical payment incident response.
2026-08-29T19:45:00,2026-08-29T20:00:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.3,0.3375,0.275,0.1,0.0875,0.0625,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-29T20:00:00,2026-08-29T20:15:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.275,0.275,0.1875,0.0875,0.025,0.0875,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-29T20:15:00,2026-08-29T20:30:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.25,0.2875,0.225,0.075,0.075,0.0625,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-29T20:30:00,2026-08-29T20:45:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.3,0.225,0.2,0.15,0.0375,0.025,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-29T20:45:00,2026-08-29T21:00:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.2875,0.375,0.275,0.175,0.025,0.1,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-29T21:00:00,2026-08-29T21:15:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.3625,0.2625,0.225,0.1125,0.05,0.0375,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-29T21:15:00,2026-08-29T21:30:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.2875,0.25,0.1875,0.1,0.0375,0.0625,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-29T21:30:00,2026-08-29T21:45:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.375,0.3,0.2625,0.15,0.0375,0.0375,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-29T21:45:00,2026-08-29T22:00:00,MIXED_RISK_SPIKE,True,CRITICAL,CRITICAL_HIGH_INCIDENT_RATE,0.35,0.3125,0.3,0.1625,0.025,0.0125,Prioritize high and critical payment incident response.
2026-08-29T22:00:00,2026-08-29T22:15:00,MIXED_RISK_SPIKE,True,CRITICAL,CRITICAL_HIGH_INCIDENT_RATE,0.35,0.2625,0.25,0.125,0.05,0.0125,Prioritize high and critical payment incident response.
2026-08-29T22:15:00,2026-08-29T22:30:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.3625,0.225,0.1875,0.1,0.05,0.0375,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-29T22:30:00,2026-08-29T22:45:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.25,0.2625,0.1875,0.075,0.05,0.075,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-29T22:45:00,2026-08-29T23:00:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.3375,0.2875,0.225,0.1375,0.05,0.0625,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-29T23:00:00,2026-08-29T23:15:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.25,0.2,0.1625,0.05,0.0625,0.0375,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-29T23:15:00,2026-08-29T23:30:00,MIXED_RISK_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.325,0.2875,0.1875,0.1,0.05,0.1,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-29T23:30:00,2026-08-29T23:45:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.2875,0.2625,0.225,0.0875,0.05,0.0375,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-29T23:45:00,2026-08-30T00:00:00,MIXED_RISK_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.3125,0.2375,0.125,0.05,0.0375,0.1125,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-30T00:00:00,2026-08-30T00:15:00,MIXED_RISK_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.3875,0.2125,0.15,0.05,0.0875,0.0625,Review unresolved customer complaints and refund status.
2026-08-30T00:15:00,2026-08-30T00:30:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.325,0.2625,0.225,0.15,0.05,0.0375,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-30T00:30:00,2026-08-30T00:45:00,MIXED_RISK_SPIKE,True,CRITICAL,CRITICAL_HIGH_INCIDENT_RATE,0.275,0.2875,0.2625,0.125,0.075,0.025,Prioritize high and critical payment incident response.
2026-08-30T00:45:00,2026-08-30T01:00:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.2875,0.225,0.1625,0.0375,0.05,0.0625,Inspect recent payment lifecycle incidents and reconciliation states.
